,teaching_unit,date_for_find_type_of_courses_of_study,title,indirizzo,school_id
0,2239057,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""amministrazione, finanza e marketing""",29783
1,2239057,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""amministrazione, finanza e marketing"" articolazione ""relazioni internazionali per il marketing""",29783
2,2239057,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""amministrazione, finanza e marketing"" articolazione ""sistemi informativi aziendali""",29783
3,2239057,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""turismo""",29783
4,2675082,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""amministrazione, finanza e marketing""",29784
5,2239059,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""costruzioni, ambiente e territorio""",29785
6,2239059,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""costruzioni, ambiente e territorio"" opzione ""tecnologie del legno nelle costruzioni""",29785
7,2239059,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""costruzioni,ambiente e territorio"" articolazione ""geotecnico""",29785
8,2918503,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""costruzioni, ambiente e territorio""",29786
9,2918503,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""informatica e telecomunicazioni"" articolazione ""informatica""",29786
10,2239053,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di liceo delle scienze umane opzione ""economico sociale""",29787
11,2239055,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,Diploma di liceo linguistico,29788
12,15561,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,Diploma di liceo scientifico,29789
13,2381642,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,Diploma di liceo delle scienze umane,65579
14,3828162,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""amministrazione, finanza e marketing""",29230
15,8901927,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore tecnologico indirizzo ""grafica e comunicazione""",29231
16,14205,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,Diploma di liceo classico,29232
17,2237963,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,Diploma di liceo linguistico,29233
18,14213,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,Diploma di liceo scientifico,29234
19,14213,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,Diploma di liceo scientifico indirizzo sportivo,29234
20,2237330,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,Diploma di liceo linguistico,29238
21,2776516,2022-11-12,QUALIFICA PROFESSIONALE,Operatore dell'abbigliamento,29247
22,2776516,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico dei prodotti tessili per la casa,29247
23,2776516,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico dell'abbigliamento,29247
24,2776516,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto professionale settore industria e artigianato indirizzo ""produzioni industriali e artigianali"" articolazione ""artigianato""",29247
25,2776342,2022-11-12,QUALIFICA PROFESSIONALE,Operatore elettrico,29249
26,2776342,2022-11-12,QUALIFICA PROFESSIONALE,Operatore meccanico,29249
27,2776342,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico dell'automazione industriale,29249
28,2776374,2022-11-12,QUALIFICA PROFESSIONALE,Operatore elettrico,29254
29,2776374,2022-11-12,QUALIFICA PROFESSIONALE,Operatore meccanico,29254
30,2776374,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico della programmazione e gestione di impianti di produzione,29254
31,2776626,2022-11-12,QUALIFICA PROFESSIONALE,Operatore del legno,29258
32,2776626,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico del legno,29258
33,2776624,2022-11-12,QUALIFICA PROFESSIONALE,Operatore dell'accoglienza e ospitalità,29259
34,2776624,2022-11-12,QUALIFICA PROFESSIONALE,Operatore di gastronomia e arte bianca,29259
35,2776624,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico dei servizi di sala e bar,29259
36,2776624,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico di cucina,29259
37,2776647,2022-11-12,QUALIFICA PROFESSIONALE,Operatore della carpenteria in legno,29261
38,2776647,2022-11-12,QUALIFICA PROFESSIONALE,Operatore elettrico,29261
39,2776647,2022-11-12,QUALIFICA PROFESSIONALE,Operatore elettromeccanico,29261
40,2776647,2022-11-12,QUALIFICA PROFESSIONALE,Operatore meccanico,29261
41,2776647,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico dell'automazione industriale,29261
42,2776647,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico della carpenteria edile in legno,29261
43,2776648,2022-11-12,QUALIFICA PROFESSIONALE,Operatore dell'accoglienza e ospitalità,29262
44,2776648,2022-11-12,QUALIFICA PROFESSIONALE,Operatore di gastronomia e arte bianca,29262
45,2776648,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico dei servizi di sala e bar,29262
46,2776648,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico di cucina,29262
47,2776648,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto professionale settore servizi indirizzo ""servizi per l'enogastronomia e l'ospitalita' alberghiera"" articolazione ""accoglienza turistica""",29262
48,2776648,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto professionale settore servizi indirizzo ""servizi per l'enogastronomia e l'ospitalita' alberghiera"" articolazione ""enogastronomia""",29262
49,2776648,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto professionale settore servizi indirizzo ""servizi per l'enogastronomia e l'ospitalita' alberghiera"" articolazione ""servizi di sala e di vendita""",29262
50,2776659,2022-11-12,QUALIFICA PROFESSIONALE,Operatore dell'accoglienza e ospitalità,29264
51,2776659,2022-11-12,QUALIFICA PROFESSIONALE,Operatore di gastronomia e arte bianca,29264
52,2776659,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico dei servizi di sala e bar,29264
53,2776659,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico di cucina,29264
54,2776659,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto professionale settore servizi indirizzo ""servizi per l'enogastronomia e l'ospitalita' alberghiera"" articolazione ""accoglienza turistica""",29264
55,2776659,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto professionale settore servizi indirizzo ""servizi per l'enogastronomia e l'ospitalita' alberghiera"" articolazione ""enogastronomia""",29264
56,2776659,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto professionale settore servizi indirizzo ""servizi per l'enogastronomia e l'ospitalita' alberghiera"" articolazione ""servizi di sala e di vendita""",29264
57,2776687,2022-11-12,QUALIFICA PROFESSIONALE,Operatore alla riparazione di veicoli a motore,29266
58,2776687,2022-11-12,QUALIFICA PROFESSIONALE,Operatore delle costruzioni edili,29266
59,2776687,2022-11-12,QUALIFICA PROFESSIONALE,Operatore elettrico,29266
60,2776687,2022-11-12,QUALIFICA PROFESSIONALE,Operatore elettronico,29266
61,2776687,2022-11-12,QUALIFICA PROFESSIONALE,Operatore elettronico ad indirizzo meccatronica,29266
62,2776687,2022-11-12,QUALIFICA PROFESSIONALE,Operatore meccanico,29266
63,2776687,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico della programmazione e gestione di impianti di produzione,29266
64,2776687,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico edile,29266
65,2776687,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico elettrico,29266
66,2776687,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico riparatore di veicoli a motore,29266
67,2776687,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto professionale settore industria e artigianato indirizzo ""manutenzione e assistenza tecnica""",29266
68,3030245,2022-11-12,QUALIFICA PROFESSIONALE,Operatore edile ad indirizzo completamento e finitura,29267
69,3030245,2022-11-12,QUALIFICA PROFESSIONALE,Operatore elettrico,29267
70,3030245,2022-11-12,QUALIFICA PROFESSIONALE,Operatore meccanico,29267
71,2776708,2022-11-12,QUALIFICA PROFESSIONALE,Acconciatore,29269
72,2776708,2022-11-12,QUALIFICA PROFESSIONALE,Estetista,29269
73,2776708,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico dei trattamenti estetici,29269
74,2776708,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico dell'acconciatura,29269
75,2776425,2022-11-12,QUALIFICA PROFESSIONALE,Acconciatore,29271
76,2776425,2022-11-12,QUALIFICA PROFESSIONALE,Estetista,29271
77,2776425,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico dei trattamenti estetici,29271
78,2776425,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico dell'acconciatura,29271
79,2776425,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico operatore socio sanitario,29271
80,2776425,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto professionale settore servizi indirizzo ""servizi commerciali""",29271
81,2776425,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto professionale settore servizi indirizzo ""servizi socio-sanitari""",29271
82,2776697,2022-11-12,QUALIFICA PROFESSIONALE,Operatore grafico multimediale,29273
83,2776697,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico grafico multimediale,29273
84,2776697,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto professionale settore industria e artigianato indirizzo ""produzioni industriali e artigianali"" articolazione ""artigianato""",29273
85,2776455,2022-11-12,QUALIFICA PROFESSIONALE,Operatore ai servizi di impresa,29275
86,2776455,2022-11-12,QUALIFICA PROFESSIONALE,Operatore ai servizi di vendita,29275
87,2776455,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico commerciale delle vendite,29275
88,2776455,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico dei servizi amministrativi e contabili,29275
89,2776435,2022-11-12,QUALIFICA PROFESSIONALE,Operatore ai servizi di impresa,29277
90,2776435,2022-11-12,QUALIFICA PROFESSIONALE,Operatore ai servizi di vendita,29277
91,2776435,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico commerciale delle vendite,29277
92,2776435,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico dei servizi amministrativi e contabili,29277
93,4254581,2022-11-12,QUALIFICA PROFESSIONALE,Operatore ai servizi di impresa,29279
94,4254581,2022-11-12,QUALIFICA PROFESSIONALE,Operatore ai servizi di vendita,29279
95,4254581,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico commerciale delle vendite,29279
96,4254581,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico dei servizi amministrativi e contabili,29279
97,2776445,2022-11-12,QUALIFICA PROFESSIONALE,Operatore ai servizi di impresa,29281
98,2776445,2022-11-12,QUALIFICA PROFESSIONALE,Operatore ai servizi di vendita,29281
99,2776445,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico commerciale delle vendite,29281
100,2776445,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico dei servizi amministrativi e contabili,29281
101,2776505,2022-11-12,QUALIFICA PROFESSIONALE,Operatore ai servizi di impresa,29283
102,2776505,2022-11-12,QUALIFICA PROFESSIONALE,Operatore ai servizi di vendita,29283
103,2776505,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico commerciale delle vendite,29283
104,2776505,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico dei servizi amministrativi e contabili,29283
105,2776505,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico della gestione amministrativa e contabile del personale,29283
106,2776505,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto professionale settore servizi indirizzo ""servizi commerciali""",29283
107,10242015,2022-11-12,QUALIFICA PROFESSIONALE,Operatore ai servizi di impresa,29284
108,10242015,2022-11-12,QUALIFICA PROFESSIONALE,Operatore ai servizi di vendita,29284
109,2776610,2022-11-12,QUALIFICA PROFESSIONALE,Operatore meccanico,29286
110,2776608,2022-11-12,QUALIFICA PROFESSIONALE,Operatore dell'accoglienza e ospitalità,29287
111,2776608,2022-11-12,QUALIFICA PROFESSIONALE,Operatore di gastronomia e arte bianca,29287
112,2776608,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico dei servizi di sala e bar,29287
113,2776608,2022-11-12,DIPLOMA PROFESSIONALE,Tecnico di cucina,29287
114,2239136,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""amministrazione, finanza e marketing""",29803
115,2239136,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""amministrazione, finanza e marketing"" articolazione ""relazioni internazionali per il marketing""",29803
116,2239136,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""amministrazione, finanza e marketing"" articolazione ""sistemi informativi aziendali""",29803
117,2675169,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""amministrazione, finanza e marketing""",29804
118,2675169,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""amministrazione, finanza e marketing"" articolazione ""relazioni internazionali per il marketing""",29804
119,2675169,2022-11-12,DIPLOMA ESAME DI STATO CONCLUSIVO DEL SECONDO CICLO,"Diploma di istituto tecnico settore economico indirizzo ""amministrazione, finanza e marketing"" articolazione ""sistemi informativi aziendali""",29804
