ord_scol,tipo_orario,num_anni,etichetta,percentuale_ammessi,anno,miur_code
Primaria,Diurno,5,Amessi 2020/21,98.9010989010989,4,TNIC84900G
Primaria,Diurno,5,Amessi 2020/21,100.0,5,TNIC84900G
Primaria,Diurno,5,Amessi 2021/22,98.05825242718447,1,TNIC84900G
Primaria,Diurno,5,Amessi 2021/22,98.93617021276596,2,TNIC84900G
Primaria,Diurno,5,Amessi 2021/22,100.0,3,TNIC84900G
Primaria,Diurno,5,Amessi 2021/22,97.89473684210527,4,TNIC84900G
Primaria,Diurno,5,Amessi 2021/22,100.0,5,TNIC84900G
Primaria,Diurno,5,Amessi 2019/20,100.0,1,TNIC84900G
Primaria,Diurno,5,Amessi 2019/20,100.0,2,TNIC84900G
Primaria,Diurno,5,Amessi 2019/20,100.0,3,TNIC84900G
Primaria,Diurno,5,Amessi 2019/20,100.0,4,TNIC84900G
Primaria,Diurno,5,Amessi 2019/20,100.0,5,TNIC84900G
Secondaria di primo grado,Diurno,3,Amessi 2020/21,96.84210526315789,1,TNIC84900G
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,2,TNIC84900G
Secondaria di primo grado,Diurno,3,Amessi 2020/21,97.9381443298969,3,TNIC84900G
Secondaria di primo grado,Diurno,3,Amessi 2021/22,99.10714285714286,1,TNIC84900G
Secondaria di primo grado,Diurno,3,Amessi 2021/22,97.89473684210527,2,TNIC84900G
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,3,TNIC84900G
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,1,TNIC84900G
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,2,TNIC84900G
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,3,TNIC84900G
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,80.0,1,TNIS00800D
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,80.4054054054054,2,TNIS00800D
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,91.26984126984127,3,TNIS00800D
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,95.50561797752809,4,TNIS00800D
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,95.1923076923077,5,TNIS00800D
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,80.8641975308642,1,TNIS00800D
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,83.46456692913385,2,TNIS00800D
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,93.69369369369369,3,TNIS00800D
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,89.07563025210085,4,TNIS00800D
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,97.70114942528735,5,TNIS00800D
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,98.17073170731707,1,TNIS00800D
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,99.27536231884058,2,TNIS00800D
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,100.0,3,TNIS00800D
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,99.04761904761905,4,TNIS00800D
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,100.0,5,TNIS00800D
Secondaria di primo grado,Serale,3,Amessi 2020/21,0.0,1,TNIS00800D
Secondaria di primo grado,Serale,3,Amessi 2020/21,0.0,2,TNIS00800D
Secondaria di primo grado,Serale,3,Amessi 2020/21,52.63157894736842,3,TNIS00800D
Secondaria di primo grado,Serale,3,Amessi 2021/22,0.0,1,TNIS00800D
Secondaria di primo grado,Serale,3,Amessi 2021/22,0.0,2,TNIS00800D
Secondaria di primo grado,Serale,3,Amessi 2021/22,61.53846153846154,3,TNIS00800D
Secondaria di primo grado,Serale,3,Amessi 2019/20,0.0,1,TNIS00800D
Secondaria di primo grado,Serale,3,Amessi 2019/20,0.0,2,TNIS00800D
Secondaria di primo grado,Serale,3,Amessi 2019/20,77.27272727272727,3,TNIS00800D
Secondaria di secondo grado,Serale,5,Amessi 2020/21,0.0,1,TNIS00800D
Secondaria di secondo grado,Serale,5,Amessi 2020/21,12.5,2,TNIS00800D
Secondaria di secondo grado,Serale,5,Amessi 2020/21,29.629629629629626,3,TNIS00800D
Secondaria di secondo grado,Serale,5,Amessi 2020/21,47.368421052631575,4,TNIS00800D
Secondaria di secondo grado,Serale,5,Amessi 2020/21,94.44444444444444,5,TNIS00800D
Secondaria di secondo grado,Serale,5,Amessi 2021/22,0.0,1,TNIS00800D
Secondaria di secondo grado,Serale,5,Amessi 2021/22,28.57142857142857,2,TNIS00800D
Secondaria di secondo grado,Serale,5,Amessi 2021/22,37.03703703703704,3,TNIS00800D
Secondaria di secondo grado,Serale,5,Amessi 2021/22,38.46153846153847,4,TNIS00800D
Secondaria di secondo grado,Serale,5,Amessi 2021/22,87.5,5,TNIS00800D
Secondaria di secondo grado,Serale,5,Amessi 2019/20,0.0,1,TNIS00800D
Secondaria di secondo grado,Serale,5,Amessi 2019/20,21.428571428571427,2,TNIS00800D
Secondaria di secondo grado,Serale,5,Amessi 2019/20,39.39393939393939,3,TNIS00800D
Secondaria di secondo grado,Serale,5,Amessi 2019/20,43.47826086956522,4,TNIS00800D
Secondaria di secondo grado,Serale,5,Amessi 2019/20,93.75,5,TNIS00800D
Formazione professionale,Diurno,5,Amessi 2020/21,83.9506172839506,1,TNCF012001
Formazione professionale,Diurno,5,Amessi 2020/21,91.93548387096774,2,TNCF012001
Formazione professionale,Diurno,5,Amessi 2020/21,86.45833333333334,3,TNCF012001
Formazione professionale,Diurno,5,Amessi 2020/21,98.63013698630137,4,TNCF012001
Formazione professionale,Diurno,5,Amessi 2020/21,0.0,5,TNCF012001
Formazione professionale,Diurno,5,Amessi 2021/22,79.12087912087912,1,TNCF012001
Formazione professionale,Diurno,5,Amessi 2021/22,88.63636363636364,2,TNCF012001
Formazione professionale,Diurno,5,Amessi 2021/22,88.88888888888889,3,TNCF012001
Formazione professionale,Diurno,5,Amessi 2021/22,100.0,4,TNCF012001
Formazione professionale,Diurno,5,Amessi 2021/22,100.0,5,TNCF012001
Formazione professionale,Diurno,5,Amessi 2019/20,91.66666666666666,1,TNCF012001
Formazione professionale,Diurno,5,Amessi 2019/20,96.80851063829788,2,TNCF012001
Formazione professionale,Diurno,5,Amessi 2019/20,88.78504672897196,3,TNCF012001
Formazione professionale,Diurno,5,Amessi 2019/20,98.57142857142858,4,TNCF012001
Formazione professionale,Diurno,5,Amessi 2019/20,0.0,5,TNCF012001
Formazione professionale,Serale,5,Amessi 2020/21,90.47619047619048,1,TNCF012001
Formazione professionale,Serale,5,Amessi 2020/21,0.0,2,TNCF012001
Formazione professionale,Serale,5,Amessi 2020/21,82.6086956521739,3,TNCF012001
Formazione professionale,Serale,5,Amessi 2020/21,0.0,4,TNCF012001
Formazione professionale,Serale,5,Amessi 2020/21,0.0,5,TNCF012001
Formazione professionale,Serale,5,Amessi 2021/22,46.666666666666664,1,TNCF012001
Formazione professionale,Serale,5,Amessi 2021/22,0.0,2,TNCF012001
Formazione professionale,Serale,5,Amessi 2021/22,56.57894736842105,3,TNCF012001
Formazione professionale,Serale,5,Amessi 2021/22,0.0,4,TNCF012001
Formazione professionale,Serale,5,Amessi 2021/22,0.0,5,TNCF012001
Formazione professionale,Serale,5,Amessi 2019/20,0.0,1,TNCF012001
Formazione professionale,Serale,5,Amessi 2019/20,0.0,2,TNCF012001
Formazione professionale,Serale,5,Amessi 2019/20,53.84615384615385,3,TNCF012001
Formazione professionale,Serale,5,Amessi 2019/20,0.0,4,TNCF012001
Formazione professionale,Serale,5,Amessi 2019/20,0.0,5,TNCF012001
Primaria,Diurno,5,Amessi 2020/21,100.0,1,TNIC82900A
Primaria,Diurno,5,Amessi 2020/21,100.0,2,TNIC82900A
Primaria,Diurno,5,Amessi 2020/21,100.0,3,TNIC82900A
Primaria,Diurno,5,Amessi 2020/21,100.0,4,TNIC82900A
Primaria,Diurno,5,Amessi 2020/21,100.0,5,TNIC82900A
Primaria,Diurno,5,Amessi 2021/22,98.68421052631578,1,TNIC82900A
Primaria,Diurno,5,Amessi 2021/22,100.0,2,TNIC82900A
Primaria,Diurno,5,Amessi 2021/22,100.0,3,TNIC82900A
Primaria,Diurno,5,Amessi 2021/22,100.0,4,TNIC82900A
Primaria,Diurno,5,Amessi 2021/22,100.0,5,TNIC82900A
Primaria,Diurno,5,Amessi 2019/20,100.0,1,TNIC82900A
Primaria,Diurno,5,Amessi 2019/20,100.0,2,TNIC82900A
Primaria,Diurno,5,Amessi 2019/20,100.0,3,TNIC82900A
Primaria,Diurno,5,Amessi 2019/20,100.0,4,TNIC82900A
Primaria,Diurno,5,Amessi 2019/20,100.0,5,TNIC82900A
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,1,TNIC82900A
Secondaria di primo grado,Diurno,3,Amessi 2020/21,92.85714285714286,2,TNIC82900A
Secondaria di primo grado,Diurno,3,Amessi 2020/21,97.22222222222221,3,TNIC82900A
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,1,TNIC82900A
Secondaria di primo grado,Diurno,3,Amessi 2021/22,99.02912621359224,2,TNIC82900A
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,3,TNIC82900A
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,1,TNIC82900A
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,2,TNIC82900A
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,3,TNIC82900A
Primaria,Diurno,5,Amessi 2020/21,100.0,1,TNIC85100G
Primaria,Diurno,5,Amessi 2020/21,99.37888198757764,2,TNIC85100G
Primaria,Diurno,5,Amessi 2020/21,99.39393939393939,3,TNIC85100G
Primaria,Diurno,5,Amessi 2020/21,100.0,4,TNIC85100G
Primaria,Diurno,5,Amessi 2020/21,100.0,5,TNIC85100G
Primaria,Diurno,5,Amessi 2021/22,99.33333333333333,1,TNIC85100G
Primaria,Diurno,5,Amessi 2021/22,100.0,2,TNIC85100G
Primaria,Diurno,5,Amessi 2021/22,100.0,3,TNIC85100G
Primaria,Diurno,5,Amessi 2021/22,99.375,4,TNIC85100G
Primaria,Diurno,5,Amessi 2021/22,100.0,5,TNIC85100G
Primaria,Diurno,5,Amessi 2019/20,100.0,1,TNIC85100G
Primaria,Diurno,5,Amessi 2019/20,99.41176470588235,2,TNIC85100G
Primaria,Diurno,5,Amessi 2019/20,100.0,3,TNIC85100G
Primaria,Diurno,5,Amessi 2019/20,100.0,4,TNIC85100G
Primaria,Diurno,5,Amessi 2019/20,100.0,5,TNIC85100G
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,1,TNIC85100G
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,2,TNIC85100G
Secondaria di primo grado,Diurno,3,Amessi 2020/21,98.74213836477988,3,TNIC85100G
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,1,TNIC85100G
Secondaria di primo grado,Diurno,3,Amessi 2021/22,98.83720930232558,2,TNIC85100G
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,3,TNIC85100G
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,1,TNIC85100G
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,2,TNIC85100G
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,3,TNIC85100G
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,83.65384615384616,1,TNIS009009
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,86.54970760233918,2,TNIS009009
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,86.33879781420765,3,TNIS009009
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,88.37209302325581,4,TNIS009009
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,96.73913043478261,5,TNIS009009
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,88.18181818181819,1,TNIS009009
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,79.16666666666666,2,TNIS009009
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,94.18604651162791,3,TNIS009009
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,91.81286549707602,4,TNIS009009
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,96.05263157894737,5,TNIS009009
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,96.02272727272727,1,TNIS009009
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,96.73913043478261,2,TNIS009009
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,97.76536312849163,3,TNIS009009
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,98.85057471264368,4,TNIS009009
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,100.0,5,TNIS009009
Secondaria di primo grado,Serale,3,Amessi 2020/21,0.0,1,TNIS009009
Secondaria di primo grado,Serale,3,Amessi 2020/21,0.0,2,TNIS009009
Secondaria di primo grado,Serale,3,Amessi 2020/21,70.0,3,TNIS009009
Secondaria di primo grado,Serale,3,Amessi 2021/22,0.0,1,TNIS009009
Secondaria di primo grado,Serale,3,Amessi 2021/22,0.0,2,TNIS009009
Secondaria di primo grado,Serale,3,Amessi 2021/22,69.56521739130434,3,TNIS009009
Secondaria di primo grado,Serale,3,Amessi 2019/20,0.0,1,TNIS009009
Secondaria di primo grado,Serale,3,Amessi 2019/20,0.0,2,TNIS009009
Secondaria di primo grado,Serale,3,Amessi 2019/20,85.24590163934425,3,TNIS009009
Secondaria di secondo grado,Serale,5,Amessi 2020/21,23.52941176470588,1,TNIS009009
Secondaria di secondo grado,Serale,5,Amessi 2020/21,42.857142857142854,2,TNIS009009
Secondaria di secondo grado,Serale,5,Amessi 2020/21,6.25,3,TNIS009009
Secondaria di secondo grado,Serale,5,Amessi 2020/21,36.0,4,TNIS009009
Secondaria di secondo grado,Serale,5,Amessi 2020/21,67.85714285714286,5,TNIS009009
Secondaria di secondo grado,Serale,5,Amessi 2021/22,42.857142857142854,1,TNIS009009
Secondaria di secondo grado,Serale,5,Amessi 2021/22,27.27272727272727,2,TNIS009009
Secondaria di secondo grado,Serale,5,Amessi 2021/22,3.4482758620689653,3,TNIS009009
Secondaria di secondo grado,Serale,5,Amessi 2021/22,42.5,4,TNIS009009
Secondaria di secondo grado,Serale,5,Amessi 2021/22,94.44444444444444,5,TNIS009009
Secondaria di secondo grado,Serale,5,Amessi 2019/20,34.61538461538461,1,TNIS009009
Secondaria di secondo grado,Serale,5,Amessi 2019/20,69.23076923076923,2,TNIS009009
Secondaria di secondo grado,Serale,5,Amessi 2019/20,7.894736842105263,3,TNIS009009
Secondaria di secondo grado,Serale,5,Amessi 2019/20,47.05882352941176,4,TNIS009009
Secondaria di secondo grado,Serale,5,Amessi 2019/20,100.0,5,TNIS009009
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,93.29896907216495,1,TNPC01000Q
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,93.98907103825137,2,TNPC01000Q
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,94.11764705882352,3,TNPC01000Q
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,93.61702127659575,4,TNPC01000Q
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,100.0,5,TNPC01000Q
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,94.20289855072464,1,TNPC01000Q
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,94.02173913043478,2,TNPC01000Q
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,93.82022471910112,3,TNPC01000Q
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,97.61904761904762,4,TNPC01000Q
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,99.42196531791907,5,TNPC01000Q
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,99.50248756218906,1,TNPC01000Q
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,100.0,2,TNPC01000Q
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,100.0,3,TNPC01000Q
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,100.0,4,TNPC01000Q
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,100.0,5,TNPC01000Q
Primaria,Diurno,5,Amessi 2020/21,99.07407407407408,1,TNIC85500V
Primaria,Diurno,5,Amessi 2020/21,100.0,2,TNIC85500V
Primaria,Diurno,5,Amessi 2020/21,100.0,3,TNIC85500V
Primaria,Diurno,5,Amessi 2020/21,100.0,4,TNIC85500V
Primaria,Diurno,5,Amessi 2020/21,99.26470588235294,5,TNIC85500V
Primaria,Diurno,5,Amessi 2021/22,99.1304347826087,1,TNIC85500V
Primaria,Diurno,5,Amessi 2021/22,100.0,2,TNIC85500V
Primaria,Diurno,5,Amessi 2021/22,100.0,3,TNIC85500V
Primaria,Diurno,5,Amessi 2021/22,100.0,4,TNIC85500V
Primaria,Diurno,5,Amessi 2021/22,100.0,5,TNIC85500V
Primaria,Diurno,5,Amessi 2019/20,100.0,1,TNIC85500V
Primaria,Diurno,5,Amessi 2019/20,100.0,2,TNIC85500V
Primaria,Diurno,5,Amessi 2019/20,100.0,3,TNIC85500V
Primaria,Diurno,5,Amessi 2019/20,100.0,4,TNIC85500V
Primaria,Diurno,5,Amessi 2019/20,100.0,5,TNIC85500V
Secondaria di primo grado,Diurno,3,Amessi 2020/21,99.02912621359224,1,TNIC85500V
Secondaria di primo grado,Diurno,3,Amessi 2020/21,98.21428571428571,2,TNIC85500V
Secondaria di primo grado,Diurno,3,Amessi 2020/21,98.38709677419355,3,TNIC85500V
Secondaria di primo grado,Diurno,3,Amessi 2021/22,99.08256880733946,1,TNIC85500V
Secondaria di primo grado,Diurno,3,Amessi 2021/22,99.05660377358491,2,TNIC85500V
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,3,TNIC85500V
Secondaria di primo grado,Diurno,3,Amessi 2019/20,99.10714285714286,1,TNIC85500V
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,2,TNIC85500V
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,3,TNIC85500V
Primaria,Diurno,5,Amessi 2020/21,100.0,1,TNIC83100A
Primaria,Diurno,5,Amessi 2020/21,100.0,2,TNIC83100A
Primaria,Diurno,5,Amessi 2020/21,100.0,3,TNIC83100A
Primaria,Diurno,5,Amessi 2020/21,100.0,4,TNIC83100A
Primaria,Diurno,5,Amessi 2020/21,98.9010989010989,5,TNIC83100A
Primaria,Diurno,5,Amessi 2021/22,100.0,1,TNIC83100A
Primaria,Diurno,5,Amessi 2021/22,97.70114942528735,2,TNIC83100A
Primaria,Diurno,5,Amessi 2021/22,100.0,3,TNIC83100A
Primaria,Diurno,5,Amessi 2021/22,100.0,4,TNIC83100A
Primaria,Diurno,5,Amessi 2021/22,100.0,5,TNIC83100A
Primaria,Diurno,5,Amessi 2019/20,100.0,1,TNIC83100A
Primaria,Diurno,5,Amessi 2019/20,100.0,2,TNIC83100A
Primaria,Diurno,5,Amessi 2019/20,100.0,3,TNIC83100A
Primaria,Diurno,5,Amessi 2019/20,100.0,4,TNIC83100A
Primaria,Diurno,5,Amessi 2019/20,100.0,5,TNIC83100A
Secondaria di primo grado,Diurno,3,Amessi 2020/21,98.82352941176471,1,TNIC83100A
Secondaria di primo grado,Diurno,3,Amessi 2020/21,96.25,2,TNIC83100A
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,3,TNIC83100A
Secondaria di primo grado,Diurno,3,Amessi 2021/22,98.83720930232558,1,TNIC83100A
Secondaria di primo grado,Diurno,3,Amessi 2021/22,98.83720930232558,2,TNIC83100A
Secondaria di primo grado,Diurno,3,Amessi 2021/22,98.7012987012987,3,TNIC83100A
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,1,TNIC83100A
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,2,TNIC83100A
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,3,TNIC83100A
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,93.93939393939394,1,TNPS11000Q
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,89.7590361445783,2,TNPS11000Q
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,96.15384615384616,3,TNPS11000Q
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,98.6013986013986,4,TNPS11000Q
Secondaria di secondo grado,Diurno,5,Amessi 2020/21,100.0,5,TNPS11000Q
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,88.94736842105263,1,TNPS11000Q
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,92.71523178807946,2,TNPS11000Q
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,96.52777777777779,3,TNPS11000Q
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,97.48427672955975,4,TNPS11000Q
Secondaria di secondo grado,Diurno,5,Amessi 2021/22,98.69281045751634,5,TNPS11000Q
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,100.0,1,TNPS11000Q
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,98.75,2,TNPS11000Q
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,99.40119760479041,3,TNPS11000Q
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,100.0,4,TNPS11000Q
Secondaria di secondo grado,Diurno,5,Amessi 2019/20,100.0,5,TNPS11000Q
Primaria,Diurno,5,Amessi 2020/21,100.0,1,TNIC841001
Primaria,Diurno,5,Amessi 2020/21,100.0,2,TNIC841001
Primaria,Diurno,5,Amessi 2020/21,100.0,3,TNIC841001
Primaria,Diurno,5,Amessi 2020/21,100.0,4,TNIC841001
Primaria,Diurno,5,Amessi 2020/21,99.27536231884058,5,TNIC841001
Primaria,Diurno,5,Amessi 2021/22,100.0,1,TNIC841001
Primaria,Diurno,5,Amessi 2021/22,100.0,2,TNIC841001
Primaria,Diurno,5,Amessi 2021/22,100.0,3,TNIC841001
Primaria,Diurno,5,Amessi 2021/22,100.0,4,TNIC841001
Primaria,Diurno,5,Amessi 2021/22,100.0,5,TNIC841001
Primaria,Diurno,5,Amessi 2019/20,100.0,1,TNIC841001
Primaria,Diurno,5,Amessi 2019/20,100.0,2,TNIC841001
Primaria,Diurno,5,Amessi 2019/20,100.0,3,TNIC841001
Primaria,Diurno,5,Amessi 2019/20,100.0,4,TNIC841001
Primaria,Diurno,5,Amessi 2019/20,100.0,5,TNIC841001
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,1,TNIC841001
Secondaria di primo grado,Diurno,3,Amessi 2020/21,96.42857142857143,2,TNIC841001
Secondaria di primo grado,Diurno,3,Amessi 2020/21,99.36305732484077,3,TNIC841001
Secondaria di primo grado,Diurno,3,Amessi 2021/22,95.75757575757575,1,TNIC841001
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,2,TNIC841001
Secondaria di primo grado,Diurno,3,Amessi 2021/22,98.18181818181819,3,TNIC841001
Secondaria di primo grado,Diurno,3,Amessi 2019/20,99.15254237288136,1,TNIC841001
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,2,TNIC841001
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,3,TNIC841001
Primaria,Diurno,5,Amessi 2020/21,100.0,1,TNIC845008
Primaria,Diurno,5,Amessi 2020/21,100.0,2,TNIC845008
Primaria,Diurno,5,Amessi 2020/21,100.0,3,TNIC845008
Primaria,Diurno,5,Amessi 2020/21,99.08256880733946,4,TNIC845008
Primaria,Diurno,5,Amessi 2020/21,100.0,5,TNIC845008
Primaria,Diurno,5,Amessi 2021/22,99.04761904761905,1,TNIC845008
Primaria,Diurno,5,Amessi 2021/22,100.0,2,TNIC845008
Primaria,Diurno,5,Amessi 2021/22,100.0,3,TNIC845008
Primaria,Diurno,5,Amessi 2021/22,100.0,4,TNIC845008
Primaria,Diurno,5,Amessi 2021/22,99.07407407407408,5,TNIC845008
Primaria,Diurno,5,Amessi 2019/20,100.0,1,TNIC845008
Primaria,Diurno,5,Amessi 2019/20,100.0,2,TNIC845008
Primaria,Diurno,5,Amessi 2019/20,100.0,3,TNIC845008
Primaria,Diurno,5,Amessi 2019/20,100.0,4,TNIC845008
Primaria,Diurno,5,Amessi 2019/20,100.0,5,TNIC845008
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,1,TNIC845008
Secondaria di primo grado,Diurno,3,Amessi 2020/21,100.0,2,TNIC845008
Secondaria di primo grado,Diurno,3,Amessi 2020/21,99.06542056074767,3,TNIC845008
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,1,TNIC845008
Secondaria di primo grado,Diurno,3,Amessi 2021/22,100.0,2,TNIC845008
Secondaria di primo grado,Diurno,3,Amessi 2021/22,98.96907216494846,3,TNIC845008
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,1,TNIC845008
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,2,TNIC845008
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,3,TNIC845008
Primaria,Diurno,5,Amessi 2020/21,99.03846153846155,1,TNIC853007
Primaria,Diurno,5,Amessi 2020/21,100.0,2,TNIC853007
Primaria,Diurno,5,Amessi 2020/21,98.85057471264368,3,TNIC853007
Primaria,Diurno,5,Amessi 2020/21,99.05660377358491,4,TNIC853007
Primaria,Diurno,5,Amessi 2020/21,98.0392156862745,5,TNIC853007
Primaria,Diurno,5,Amessi 2021/22,98.83720930232558,1,TNIC853007
Primaria,Diurno,5,Amessi 2021/22,100.0,2,TNIC853007
Primaria,Diurno,5,Amessi 2021/22,100.0,3,TNIC853007
Primaria,Diurno,5,Amessi 2021/22,98.9247311827957,4,TNIC853007
Primaria,Diurno,5,Amessi 2021/22,99.05660377358491,5,TNIC853007
Primaria,Diurno,5,Amessi 2019/20,100.0,1,TNIC853007
Primaria,Diurno,5,Amessi 2019/20,100.0,2,TNIC853007
Primaria,Diurno,5,Amessi 2019/20,100.0,3,TNIC853007
Primaria,Diurno,5,Amessi 2019/20,100.0,4,TNIC853007
Primaria,Diurno,5,Amessi 2019/20,100.0,5,TNIC853007
Secondaria di primo grado,Diurno,3,Amessi 2020/21,94.5945945945946,1,TNIC853007
Secondaria di primo grado,Diurno,3,Amessi 2020/21,96.06299212598425,2,TNIC853007
Secondaria di primo grado,Diurno,3,Amessi 2020/21,94.28571428571428,3,TNIC853007
Secondaria di primo grado,Diurno,3,Amessi 2021/22,98.11320754716981,1,TNIC853007
Secondaria di primo grado,Diurno,3,Amessi 2021/22,96.36363636363636,2,TNIC853007
Secondaria di primo grado,Diurno,3,Amessi 2021/22,98.46153846153847,3,TNIC853007
Secondaria di primo grado,Diurno,3,Amessi 2019/20,99.24242424242425,1,TNIC853007
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,2,TNIC853007
Secondaria di primo grado,Diurno,3,Amessi 2019/20,100.0,3,TNIC853007
